"source","target","sectionlength"
"ES60207","ES60300","12.396"
"ES60300","ES60301","14.421"
"ES60301","ESA6031","11.516"
"ES60203","ES60204","10.14"
"ES60602","ES60600","0.951"
"ES60202","ES60203","9.036"
"ES60109","ES60102","1.46"
"ES60107","ES60101","1.498"
"ES60106","ES60200","7.82"
"ES60402","ESB6040","7.488"
"ES60705","ES60800","20.673"
"ES60206","ES60207","6.691"
"ES60503","ES60505","16.85"
"ES60507","ES60602","17.47"
"ES60500","ES60503","18.886"
"ES60706","ES60705","21.491"
"ESB6040","ES60404","8.307"
"ESB6100","ES60706","17.9"
"ES60406","ES60500","19.46"
"ES60600","ESA6060","0.731"
"ES60800","ES60900","17.918"
"ESB6002","ES60001","1.664"
"ESB6002","ES18000","3.675"
"ES60505","ES60507","17.242"
"ESB6401","ESB6402","14.495"
"ES64100","ES64007","7.79"
"ESB6091","ES64001","10.782"
"ES64001","ES64003","10.533"
"ESA6420","ES65000","1.352"
"ES64007","ES64102","4.011"
"ES64102","ES64103","4.034"
"ESB6402","ES64100","11.17"
"ES64200","ES64201","4.461"
"ES64201","ES64202","1.099"
"ES64202","ES64203","1.457"
"ES64203","ESA6420","3.743"
"ES60900","ESB6091","2.963"
"ES64107","ES64200","8.907"
"ES64003","ESB6401","7.222"
"ES64104","ES64105","4.539"
"ES64103","ES64104","3.947"
"ES64105","ES64107","10.147"
"ES64200","ES64204","0.04"
"ESA6031","ES60400","1.987"
"ES60206","ES60204","17.737"
"ES60400","ES60402","7.725"
"ES60100","ES60101","2.84"
"ES60302","ES60400","0.2"
"ESA6031","ES60302","1.2"
"ES64203","ES65002","2.873"
"ES60600","ES03303","0.5"
"ES66009","ES66010","7.88"
"ES66010","ES66011","12.246"
"ES66006","ES66008","12.279"
"ES66011","ES66012","10.999"
"ES66005","ES66017","13.77"
"ES66008","ES66009","4.694"
"ES66012","ES66013","6.223"
"ES66015","ES66016","14.688"
"ES66014","ES66015","4.729"
"ES66105","ES66108","16.529"
"ES66102","ES66103","8.927"
"ES66016","ES66100","9.615"
"ES66004","ES66005","17.242"
"ES66017","ES66006","1.649"
"ES66018","ES66004","3.688"
"ES66100","ES66102","19.203"
"ES66013","ES66014","8.797"
"ES66003","ES66018","2.952"
"ES66112","ES66113","13.054"
"ES66001","ES66002","10.014"
"ES60200","ES66001","6.15"
"ES66002","ES66003","3.884"
"ES66113","ES66200","8.244"
"ES66104","ES66105","6.861"
"ES66110","ES66112","14.527"
"ES66109","ES66110","9.45"
"ES66108","ES66109","6.56"
"ES66103","ES66104","10.061"
"ES66207","ES66208","5.599"
"ES66210","ES66209","5.301"
"ES66211","ES66214","2.699"
"ES66212","ES65002","5.055"
"ES66214","ES66212","2.664"
"ES66208","ES66210","5.804"
"ES66205","ES66206","10.351"
"ES66203","ES66204","10.473"
"ES66202","ES66203","10.053"
"ES66201","ES66202","5.257"
"ES66200","ES66201","7.3"
"ES66206","ES66207","7.768"
"ES66204","ES66205","2.595"
"ES66209","ES66211","9.5"
"ES60202","ES37100","11.442"
"ES66212","ES69200","0.145"
"ES03303","ESA6060","0.235"
"ES61012","ES61013","9.497"
"ES61007","ESC6105","10.789"
"ES61004","ES61005","8.839"
"ES61013","ES61015","13.483"
"ES61003","ES61004","9.381"
"ESB6100","ES61001","12.776"
"ES61015","ES61017","9.679"
"ES61005","ES61007","19.606"
"ES60701","ESB6100","2.716"
"ESC6105","ES61012","32.057"
"ES61101","ES61200","5.567"
"ES61101","ES61017","11.584"
"ES61001","ES61003","19.634"
"ES61101","ES06008","1.016"
"ES06008","ES06001","13.984"
"ES06001","ES06002","8.0"
"ES06005","ES06006","1.336"
"ES06002","ES06003","12.0"
"ES06004","ES06005","8.468"
"ES06003","ES06004","12.0"
"ES06007","ES06100","12.943"
"ES07003","ES07007","10.752"
"ES07001","ES07003","8.759"
"ES06100","ES07001","9.989"
"ES07007","ES07004","1.176"
"ES61307","ESA6141","0.8"
"ESA6144","ES61401","5.743"
"ESA6141","ESA6142","1.0"
"ESA6131","ESA6141","2.0"
"ESA6142","ESA6144","3.657"
"ESA0320","ES03217","0.036"
"ES60907","ES60908","7.345"
"ES60913","ES60914","1.161"
"ESA6090","ESB6406","2.407"
"ES60901","ES60902","11.899"
"ESB6406","ES60911","3.553"
"ES60914","ESA6090","0.367"
"ES60900","ES60901","6.775"
"ES60904","ES60905","6.993"
"ES60902","ES60904","11.894"
"ES60906","ES60907","5.37"
"ES60908","ES60909","7.137"
"ES60909","ES60910","7.492"
"ES60910","ES60913","0.68"
"ES60905","ES60906","5.205"
"ES60901","ESB6091","5.9"
"ESA6210","ES62109","4.156"
"ES61210","ESA6137","1.525"
"ES61210","ES62001","10.0"
"ES62002","ES62003","8.395"
"ES62001","ES62002","5.182"
"ES62103","ES62108","3.637"
"ES62003","ES62100","5.986"
"ES62100","ES62101","8.22"
"ES62101","ES62102","8.767"
"ES62102","ES62103","0.813"
"ES62104","ESA6210","4.604"
"ES62108","ES62104","6.562"
"ES62109","ESB6405","2.78"
"ESB6405","ES60911","1.777"
"ES03217","ES03216","0.2"
"ES64004","ES64005","5.445"
"ES64006","ESB6402","5.091"
"ES64005","ES64006","5.882"
"ES64003","ES64004","7.408"
"ES69007","ES69008","5.6"
"ES69002","ES69003","4.7"
"ES69004","ES69005","2.8"
"ES69001","ES69002","7.3"
"ES69008","ES69009","9.6"
"ES64100","ES69001","5.408"
"ES69005","ES69006","3.013"
"ES69009","ES69010","11.4"
"ES69006","ES69007","3.287"
"ES69010","ES69011","4.517"
"ES69003","ES69004","5.7"
"ES64200","ES69101","6.8"
"ES69101","ES69102","3.041"
"ES69103","ES69104","5.156"
"ES69104","ES69105","11.815"
"ES69105","ES69107","6.51"
"ES69107","ES69108","5.812"
"ES69102","ES69103","10.166"
"ES69108","ES69110","1.5"
"ES69108","ES69111","2.6"
"ES69111","ES69109","0.402"
"ES64200","ES64108","4.3"
"ESB6406","ESB6405","2.199"
"ESA6133","ES61302","25.12"
"ES61305","ESA6131","10.51"
"ES61304","ES61305","5.304"
"ES61303","ES61304","8.083"
"ES61302","ES61303","10.072"
"ESA6131","ES61307","1.364"
"ES61200","ESA6135","2.076"
"ESA6137","ES61210","1.9"
"ESA6133","ES61210","1.3"
"ESA6135","ESA6137","1.5"
"ES05957","ES05959","1.487"
"ES05955","ES05957","1.077"
"ES05959","ES05961","2.193"
"ES05961","ES05963","0.887"
"ES05963","ES05965","0.61"
"ES05965","ES05967","1.029"
"ES05967","ES05969","2.886"
"ES05969","ES05971","0.621"
"ES05971","ES05973","4.29"
"ES05973","ES05975","0.542"
"ES05975","ES05977","0.858"
"ES05952","ES05953","0.71"
"ES05951","ES05952","1.505"
"ES05953","ES05955","0.875"
"ES50209","ES50300","8.54"
"ES50303","ESA5030","3.113"
"ES50302","ES50303","6.843"
"ES50301","ES50302","6.83"
"ES50201","ES50202","7.5"
"ES50200","ES50201","9.513"
"ES50102","ES50200","14.165"
"ES50101","ES50102","14.34"
"ES50100","ES50101","13.221"
"ES50003","ES50100","13.562"
"ES50002","ES50003","9.735"
"ES50001","ES50002","9.847"
"ES50204","ES50205","5.662"
"ES50205","ES50206","6.19"
"ES50503","ES50502","9.412"
"ES50503","ES50504","9.404"
"ES50206","ES50207","9.9"
"ES50400","ES50402","9.004"
"ES50207","ES50209","10.794"
"ES50300","ES50301","7.3"
"ES50202","ES50203","9.921"
"ES50402","ES50403","12.878"
"ES50404","ES50405","5.554"
"ES50501","ES50502","5.976"
"ES50700","ES50701","7.083"
"ES50602","ES50700","5.019"
"ES50602","ES50600","15.404"
"ES50513","ES50501","2.719"
"ES50701","ES50702","6.707"
"ESA5040","ES50417","3.17"
"ES50507","ES50508","8.654"
"ES50506","ES50507","4.633"
"ES50505","ES50506","10.695"
"ES60400","ES50001","16.066"
"ESA5031","ES50400","0.847"
"ESA5030","ESA5031","1.314"
"ES50508","ES50600","9.794"
"ES50403","ES50404","5.993"
"ES50702","ES50704","9.074"
"ES50704","ES50703","0.713"
"ES50405","ES50406","7.254"
"ES50406","ES50407","5.677"
"ES50407","ES50408","10.332"
"ES50408","ES50409","9.138"
"ES50409","ES50414","2.723"
"ES50410","ES50411","4.454"
"ES50703","ES50709","3.287"
"ES50411","ES50412","7.505"
"ES50413","ESA5040","1.482"
"ES50414","ES50410","1.921"
"ES50417","ES50500","6.391"
"ES50500","ESB5052","2.309"
"ES50709","ESB5101","1.828"
"ES50412","ES50413","6.968"
"ES50203","ES50204","7.644"
"ES50504","ES50505","9.626"
"ESXX008","ES51003","1.791"
"ESB5119","ESXX008","0.934"
"ESB5052","ES50513","1.3"
"ESB5101","ESB5102","2.064"
"ESB5102","ESB5119","0.978"
"ES51101","ES51111","5.461"
"ES51301","ES51400","9.53"
"ES51203","ES51205","25.429"
"ES51110","ESA5100","2.573"
"ES51103","ES51112","6.112"
"ES51104","ESB5103","0.425"
"ES51415","ES51401","2.068"
"ES51202","ES51203","18.729"
"ES51200","ES51202","23.81"
"ES51113","ES51101","0.439"
"ES51112","ES51104","7.375"
"ES51414","ES51405","1.049"
"ES51409","ES51404","1.326"
"ES51407","ES51409","1.916"
"ESB5103","ES51200","2.691"
"ES51111","ES51103","2.088"
"ES51100","ES51110","1.664"
"ES51404","ES51414","0.881"
"ES51417","ES51415","4.729"
"ES51300","ES51301","5.029"
"ES51207","ES51300","6.141"
"ES51401","ES51402","10.74"
"ES51205","ES51207","3.741"
"ESA5100","ES51113","0.927"
"ES51400","ES51417","2.5"
"ES51402","ES51406","0.863"
"ES51003","ES51100","1.936"
"ESB5119","ES51003","2.725"
"ESA0300","ES03001","2.707"
"ES03100","ES03001","28.568"
"ESA5031","ESA0300","3.22"
"ESA5030","ESA0300","0.954"
"ES51415","ES51416","2.346"
"ESA5040","ES37706","0.404"
"ESB5601","ES56101","5.802"
"ES56100","ESB5601","0.871"
"ES56012","ES56100","11.307"
"ES56305","ES56306","10.892"
"ES56101","ES56102","11.102"
"ES56302","ES56303","9.862"
"ES56200","ES56201","11.909"
"ES56303","ES56305","11.564"
"ES56201","ES56300","7.93"
"ES56011","ES56012","9.944"
"ES56102","ES56200","7.438"
"ES56009","ES56011","10.498"
"ES56306","ES56307","10.293"
"ES56007","ES56008","11.978"
"ES50300","ES56002","19.091"
"ES56310","ES56312","6.712"
"ES56309","ES56310","4.822"
"ES56008","ES56009","11.585"
"ES56301","ES56302","5.485"
"ES56307","ES56308","4.356"
"ES56300","ES56301","10.908"
"ES56002","ES56004","18.505"
"ES56004","ES56005","7.335"
"ES56005","ES56007","16.217"
"ES56308","ES56309","4.743"
"ES56300","ES58101","14.404"
"ESB5701","ESB5601","0.875"
"ES57003","ES57004","9.936"
"ESB5701","ES57002","10.746"
"ES57002","ES57003","12.147"
"ES57006","ES57004","15.991"
"ES57006","ES05000","6.735"
"ES56100","ESB5701","1.084"
"ES02003","ESA0427","0.5"
"ESA0426","ES02003","0.5"
"ESB0103","ES54400","3.298"
"ES55005","ES55007","16.659"
"ES55008","ES55009","7.709"
"ES55007","ES55008","7.326"
"ES55016","ES55017","8.436"
"ES55018","ES55026","0.375"
"ES55003","ES55005","23.397"
"ES55003","ES55001","16.813"
"ES55009","ES55010","7.064"
"ES55024","ES55020","0.228"
"ES55026","ES55019","5.442"
"ES55019","ES55024","7.558"
"ES54400","ES55001","13.545"
"ES55017","ES55018","7.189"
"ES55010","ES55011","7.069"
"ES55015","ES55016","12.351"
"ES55013","ES55014","9.982"
"ES55011","ES55012","9.453"
"ES55014","ES55015","5.515"
"ES55012","ES55013","10.117"
"ESB5103","ES01001","10.2"
"ES01001","ES01003","16.822"
"ES01003","ES01005","13.269"
"ES01007","ES01009","23.1"
"ES01009","ES54301","20.5"
"ES01005","ES01007","29.109"
"ES02020","ESA0427","0.555"
"ES54102","ES54103","9.331"
"ES54106","ES54201","20.497"
"ES54101","ES54102","7.974"
"ES54202","ES54300","9.823"
"ES50512","ESA5050","1.337"
"ES54201","ES54202","12.696"
"ES54300","ES54301","12.557"
"ESA5050","ES54100","5.913"
"ES54301","ESA0427","6.981"
"ESA0427","ES54400","4.667"
"ES54105","ES54106","6.949"
"ES54104","ES54105","8.791"
"ES54400","ES54402","8.639"
"ES54402","ES54403","11.178"
"ES54404","ES54405","6.78"
"ES54403","ES54404","5.616"
"ES54100","ES54101","8.05"
"ES54103","ES54104","7.501"
"ES54406","ES54407","6.745"
"ES54407","ES54408","5.346"
"ES54408","ES54410","6.643"
"ES54410","ES54412","6.25"
"ES54405","ES54406","7.436"
"ESB5052","ES50512","1.4"
"ES50512","ES50501","2.59"
"ES50500","ES50512","3.01"
"ES54513","ES54525","1.137"
"ES54501","ES54412","1.485"
"ES54509","ES54519","1.3"
"ES54508","ES54522","0.1"
"ES54506","ES54520","0.9"
"ES54515","ES54516","1.626"
"ES54511","ES54524","2.794"
"ES54507","ES54518","0.681"
"ES54517","ES54413","0.269"
"ES54510","ESA5450","1.7"
"ES54514","ES54515","1.4"
"ES54505","ES54527","1.053"
"ES54412","ES54503","1.302"
"ES54518","ES54508","0.7"
"ES54519","ES54523","0.4"
"ES54520","ES54521","0.6"
"ES54521","ES54507","0.119"
"ES54522","ES54509","2.4"
"ESA5450","ES54511","0.606"
"ES54523","ES54510","0.3"
"ES54503","ES54505","2.177"
"ES54524","ES54512","0.651"
"ES54512","ES54513","2.797"
"ES54413","ES54501","2.413"
"ES54525","ES54514","0.2"
"ES54527","ES54506","1.3"
"ES43004","ES43005","3.3"
"ES43005","ES43006","8.16"
"ES43015","ES43021","15.5"
"ES43002","ES43026","1.7"
"ES43019","ES43023","4.41"
"ES43021","ES43018","0.55"
"ES43011","ES43012","4.019"
"ES43009","ES43011","16.765"
"ES43008","ES43009","5.981"
"ES43001","ES43002","1.59"
"ES43003","ES43004","5.523"
"ESB4301","ES43001","2.144"
"ES43012","ES43013","6.391"
"ES43026","ES43027","4.981"
"ES43018","ES43023","8.05"
"ES43006","ES43008","10.257"
"ES43013","ES43015","1.627"
"ES43027","ES43003","5.696"
"ESB5073","ES43000","1.619"
"ESB5101","ESB5073","1.162"
"ES43000","ESB4301","1.925"
"ES37805","ESB5101","0.872"
"ESA5101","ES51101","1.891"
"ES51010","ESA5101","3.553"
"ESB5102","ESB5109","0.919"
"ES51009","ES51005","3.248"
"ESB5109","ES51009","1.681"
"ES51005","ES51010","0.752"
"ESB4301","ES51051","1.256"
"ES51051","ES51050","1.089"
"ESB5119","ESB5109","0.735"
"ES51101","ES51107","5.3"
"ES51107","ES50803","0.1"
"ES37805","ESB5073","1.203"
"ESA5100","ESA5101","0.845"
"ES50709","ESB5073","1.353"
"ES05016","ES05019","19.508"
"ES05015","ESB0107","10.388"
"ES05015","ES05016","14.109"
"ES05019","ESB0103","12.665"
"ESB0103","ESA0427","3.3"
"ESA0427","ESA0426","2.1"
"ESA0426","ES54301","6.636"
"ES05002","ES05004","6.2"
"ES05002","ESB0110","4.232"
"ES05004","ES05009","19.4"
"ESB0109","ES05009","2.277"
"ES60001","ES60100","1.981"
"ESB6002","ES18000","3.676"
"ESB6002","ES60001","1.664"
"ES60100","ES37001","2.868"
"ES35105","ES35107","17.874"
"ES35103","ES35105","13.621"
"ES35103","ES35100","22.101"
"ESB3531","ES35301","10.087"
"ES35001","ES35011","1.529"
"ES35002","ES35012","4.411"
"ES35012","ES35004","5.48"
"ES35009","ES35001","2.43"
"ES35004","ES35005","9.735"
"ES35011","ES35010","2.5"
"ES35010","ES35002","1.589"
"ES35005","ES35100","11.286"
"ES35109","ES35200","15.858"
"ES35200","ES35201","14.663"
"ES30000","ESB3531","3.698"
"ES35305","ESB3503","13.177"
"ES35304","ES35305","12.594"
"ES35303","ES35304","13.802"
"ES35302","ES35303","5.799"
"ES35301","ES35302","11.874"
"ES35107","ES35109","15.034"
"ES35209","ES30000","20.392"
"ES35207","ES35209","19.515"
"ES35206","ES35207","11.321"
"ES35203","ES35206","31.219"
"ES35201","ES35203","20.354"
"ES37001","ES35009","3.091"
"ES35405","ES35406","12.187"
"ES35400","ES35402","15.705"
"ES35402","ES35405","59.364"
"ES35406","ES35407","8.508"
"ES37100","ES37008","4.012"
"ES37008","ES91002","9.35"
"ES91002","ES35100","3.288"
"ES37606","EU00125","5.31"
"ES42018","ES42019","6.848"
"ES42006","ES42008","24.392"
"ES42009","ES42010","7.705"
"ES42014","ES42015","7.132"
"ES42008","ES42009","6.742"
"ES42016","ES42018","9.052"
"ES42020","ES43023","14.305"
"ES42010","ES42012","10.375"
"ES42012","ES42013","8.991"
"ES42013","ES42014","1.31"
"ES42019","ES42020","11.973"
"ES40100","ES42002","8.294"
"ES42015","ES42016","8.868"
"ES42002","ES42003","14.641"
"ES42005","ES42006","16.023"
"ES42003","ES42005","24.421"
"ES41005","ES41002","11.745"
"ES40100","ES41005","10.012"
"ES41003","ES41004","9.1"
"ES41002","ES41003","16.255"
"ES40121","ES40122","2.897"
"ES40119","ES40121","3.751"
"ES40118","ES40119","7.484"
"ES40122","ES50700","2.19"
"ES40115","ES40113","16.366"
"ES40115","ES40118","16.335"
"ES40108","ES40111","12.984"
"ES40111","ES40113","11.995"
"ES40107","ES40108","11.975"
"ES40105","ES40107","12.794"
"ES40002","ES37500","6.467"
"ES40002","ES40004","23.102"
"ES40004","ES40005","14.157"
"ES40005","ES40006","13.039"
"ES40006","ES40008","7.035"
"ES40008","ES40100","1.38"
"ES40100","ES40105","40.371"
"ESB3503","ES35400","7.86"
"ESB4005","ES37202","14.245"
"ES37202","ES37205","9.745"
"ES37205","ES37700","13.506"
"ES37200","ESB4005","1.965"
"ES37402","ES37404","18.789"
"ES37305","ES37308","21.447"
"ES37408","ES37409","8.744"
"ES37407","ES37408","10.39"
"ES37406","ES37407","6.144"
"ES37404","ES37406","19.338"
"ES37410","ES37500","28.11"
"ES37400","ES37402","24.238"
"ES37308","ES37311","30.955"
"ES37303","ES37305","25.327"
"ES37302","ES37303","14.935"
"ES37301","ES37302","15.651"
"ES37311","ES37400","6.46"
"ES37414","ES37410","3.22"
"ES37409","ES37414","2.318"
"ES37700","ES37301","2.429"
"ES37500","ES37600","6.076"
"ES37500","ES37502","0.05"
"ES37611","ES37603","10.747"
"ES37609","ES37606","6.688"
"ES37608","ES37604","9.0"
"ES37605","ESB3760","2.277"
"ES37603","ES37608","1.153"
"ES37604","ES37605","7.3"
"ESB3760","ES37609","9.023"
"ESB3750","ES37601","1.258"
"ES37601","ES37611","0.254"
"ES37600","ESB3750","5.482"
"ES94006","ES94005","8.22"
"ES94003","ES94004","14.813"
"ES94002","ES94003","6.5"
"ES94001","ES94002","10.199"
"ES94004","ES94006","11.138"
"ES94005","ES37200","2.313"
"ES50100","ES94001","10.665"
"ES94005","ESB4005","1.584"
"ES37700","ES37315","8.972"
"ES00013","ES00014","8.397"
"ES00006","ES00007","8.71"
"ES00007","ES00008","10.0"
"ES00015","ES00016","6.17"
"ES00012","ES00013","8.507"
"ES00008","ES00010","11.161"
"ES00017","ES00018","4.65"
"ES00016","ES00017","3.7"
"ES00010","ES00012","1.353"
"ES00014","ES00015","3.773"
"ES00005","ES00006","7.263"
"ES00002","ES00005","16.831"
"ES00002","ES37400","39.956"
"ESB3002","ES30002","12.296"
"ES30000","ESB3002","4.4"
"ESB3002","ESB3500","2.174"
"ESB3002","ESB3531","2.74"
"ESB3500","ES03500","4.809"
"ESB3500","ESB3501","2.66"
"ES30002","ESB3501","7.479"
"ES65006","ES65007","3.692"
"ES65005","ES65006","1.44"
"ES65001","ES65005","1.792"
"ES65001","ES65015","3.726"
"ES65015","ES65003","2.744"
"ES65008","ESB6731","1.658"
"ESA6422","ES65002","1.605"
"ESB6731","ES65200","0.972"
"ES65007","ES65008","7.818"
"ES65200","ES65201","5.514"
"ES65206","ES65207","6.382"
"ES65201","ES65202","4.11"
"ES65202","ES65203","6.249"
"ES65207","ES65208","4.235"
"ES65205","ES65206","7.771"
"ES65204","ES65205","0.801"
"ES65208","ES65209","2.951"
"ES65209","ES65300","0.206"
"ES65203","ES65204","2.009"
"ES65308","ES65309","8.335"
"ES65304","ES65306","14.356"
"ES65301","ES65318","6.633"
"ES65306","ES65308","14.022"
"ES65309","ES65311","13.348"
"ES65300","ES65301","5.97"
"ES65318","ES65304","8.663"
"ES65312","ES65314","15.402"
"ES65404","ES65405","11.478"
"ES65311","ES65312","5.97"
"ES65402","ES65403","5.51"
"ES65314","ES65402","22.961"
"ES65405","ES65420","15.844"
"ESA5410","ESB5410","1.049"
"ES65420","ES65421","7.81"
"ESB5411","ES04120","1.456"
"ESB5410","ESB5411","2.295"
"ES65422","ESA5410","7.248"
"ES65421","ES65422","6.922"
"ES65000","ESA6420","1.5"
"ESA6420","ESA6422","0.621"
"ESB6505","ESB6500","0.813"
"ESB6500","ES65003","3.12"
"ES65403","ES65404","5.192"
"ES65002","ES65013","0.887"
"ES65013","ESB6505","0.904"
"ESB6500","ESB6504","0.515"
"ES65301","ES65501","6.524"
"ESB6501","ESB6504","0.623"
"ESB6504","ES65016","0.291"
"ESB6504","ES65017","0.291"
"ES65013","ESB6501","0.079"
"ESB6505","ESB6501","0.3"
"ESB7081","ES67002","3.253"
"ES67011","ES67013","14.446"
"ES67004","ES67007","11.309"
"ES67021","ES67100","7.577"
"ES67020","ES67021","5.483"
"ES67019","ES67020","2.654"
"ES67018","ES67019","6.533"
"ES67017","ES67018","7.157"
"ES67016","ES67017","5.299"
"ES67014","ES67015","3.713"
"ES67015","ES67016","3.625"
"ES67010","ES67011","10.7"
"ES67009","ES67010","10.884"
"ES67002","ES67004","7.17"
"ES67013","ES67014","3.515"
"ES67007","ES67009","10.035"
"ES67205","ES67206","6.192"
"ES67201","ES67202","9.778"
"ES67206","ES67207","4.032"
"ES67202","ES67203","8.292"
"ES67210","ES67211","12.043"
"ES67203","ES67205","13.776"
"ES67200","ES67201","8.66"
"ES67200","ES67107","17.571"
"ES67208","ES67210","11.095"
"ES67113","ES67103","12.607"
"ES67207","ES67208","12.084"
"ES67105","ES67103","12.936"
"ES67105","ES67107","14.564"
"ES67100","ES67101","2.455"
"ES67101","ES67113","3.772"
"ES67212","ES67213","8.107"
"ES67221","ES67223","3.946"
"ES67214","ES67215","2.074"
"ES67211","ES67212","6.853"
"ES67218","ES67216","2.7"
"ES67217","ES67218","7.645"
"ES67213","ES67214","3.278"
"ES67216","ES67221","6.139"
"ESB6722","ES65200","0.508"
"ES67215","ES67217","6.226"
"ES67223","ESB6722","3.715"
"ESB6722","ESB6731","0.517"
"ESA6420","ES03216","0.7"
"ES65401","ES65402","6.562"
"ES65400","ES65401","6.5"
"ESA6541","ES71403","1.1"
"ES71403","ES71500","2.009"
"ESA7141","ES71403","0.6"
"ES65412","ESA6541","3.759"
"ES65411","ES65412","2.573"
"ES71504","ES71500","1.723"
"ESA6541","ES71504","1.888"
"ESB5410","ESB7510","1.465"
"ESB5411","ESB7510","1.907"
"ESB4105","ES04104","4.1"
"ES04120","ESB4105","8.1"
"ES11200","ES13001","13.321"
"ES13006","ES13100","7.23"
"ES13005","ES13006","7.21"
"ES13001","ES13002","7.442"
"ES13002","ES13003","12.025"
"ES13004","ES13005","9.112"
"ES13003","ES13004","5.5"
"ES13103","ES13104","5.2"
"ESA1311","ES13200","1.186"
"ES13101","ES13121","1.112"
"ES13102","ES13103","2.3"
"ES13100","ES13116","4.66"
"ES13104","ES13106","1.367"
"ES13113","ES13114","2.651"
"ES13115","ES13110","0.591"
"ES13112","ES13118","0.5"
"ES13111","ES13112","1.745"
"ES13116","ES13101","2.088"
"ES13110","ES13111","4.364"
"ES13109","ES13115","1.1"
"ES13117","ES13108","1.8"
"ES13108","ES13109","1.3"
"ES13107","ES13117","1.154"
"ES13114","ES13119","0.773"
"ES13119","ES13120","1.3"
"ES13121","ES13102","1.9"
"ES13120","ESA1311","0.1"
"ES13118","ES13113","1.376"
"ES13106","ES13107","1.679"
"ES81010","ES81004","9.489"
"ES81006","ES81008","4.425"
"ES81011","ES81002","0.8"
"ES81008","ES81005","5.825"
"ES81109","ES81108","12.965"
"ES81108","ES81107","13.03"
"ES81107","ES81106","4.175"
"ES81106","ES81105","3.01"
"ES81105","ES81103","12.009"
"ES81103","ES81102","3.013"
"ES81100","ES81006","14.252"
"ES81005","ES81010","2.075"
"ES81101","ES81100","9.028"
"ES81004","ES81003","5.175"
"ES81200","ES81110","4.979"
"ES81003","ES81011","9.236"
"ES81102","ES81101","4.373"
